tconst,moyenneVote,NombreVotes
tt0201391,7.5,31444
tt0203009,7.6,307285
tt0203019,7.2,128466
tt0203082,8.6,17367
tt0203119,7.3,72727
tt0203166,7.4,25067
tt0203230,7.5,32219
tt0203259,8.1,136390
tt0203632,7.4,15113
tt0204993,7.4,35497
tt0205873,7.2,17448
tt0206013,7.1,16941
tt0206511,7.6,15667
tt0206512,8.2,118939
tt0206634,7.9,547555
tt0207275,8.2,21179
tt0208092,8.2,946027
tt0208155,9.5,11730
tt0208196,7.1,10424
tt0208502,7.5,13430
tt0208990,7.3,22104
tt0209144,8.4,1378524
tt0209463,7.4,13086
tt0209933,7.3,16784
tt0210413,7.4,13318
tt0210418,7.4,24119
tt0210945,7.8,240432
tt0211915,8.3,818454
tt0211946,7.2,15549
tt0212579,7.6,16194
tt0212671,8.2,149464
tt0212712,7.4,63859
tt0212720,7.2,331278
tt0213338,8.9,153868
tt0213847,7.4,119381
tt0214341,8.8,162322
tt0214915,8.7,13542
tt0215750,7.5,285918
tt0216621,7.4,11661
tt0216625,7.1,15818
tt0216651,7.7,38470
tt0216787,7.2,10759
tt0216800,7.1,12205
tt0216986,7.1,10381
tt0217505,7.5,488495
tt0217869,7.3,456531
tt0218839,7.5,69604
tt0220832,8.0,15386
tt0220880,8.3,54367
tt0221027,7.5,281832
tt0221073,7.1,43010
tt0222012,8.0,14590
tt0222851,7.1,25313
tt0223897,7.2,126388
tt0229889,8.7,14992
tt0230600,7.6,409956
tt0233298,7.7,30918
tt0233422,7.4,13920
tt0234215,7.2,651962
tt0235060,7.7,14240
tt0235198,7.1,94645
tt0235918,7.2,49473
tt0235923,8.4,23312
tt0236027,7.5,25481
tt0237123,8.5,49225
tt0237539,7.3,11743
tt0238380,7.3,355168
tt0238784,8.2,161572
tt0238883,7.6,18883
tt0238936,7.5,48884
tt0239023,9.1,11977
tt0239195,7.5,28620
tt0239894,7.5,10001
tt0240200,7.6,15577
tt0240772,7.7,646276
tt0241088,8.0,18695
tt0241303,7.2,206683
tt0241527,7.7,903931
tt0242519,8.2,76024
tt0242587,7.1,10813
tt0243017,7.6,68394
tt0243133,7.5,117953
tt0243664,8.0,11772
tt0244316,8.1,30463
tt0244365,7.6,61838
tt0245429,8.6,909996
tt0245574,7.7,134542
tt0245712,8.0,267796
tt0245844,7.7,154819
tt0246578,8.0,882108
tt0247082,7.7,91956
tt0247196,7.1,26800
tt0247199,7.1,42321
tt0247425,7.4,43390
tt0247586,7.9,59779
tt0247613,7.6,11656
tt0247827,7.8,14111
tt0248126,7.4,59575
tt0248654,8.7,158762
tt0248808,8.0,35001
tt0248845,7.7,38324
tt0249241,8.0,16937
tt0249327,7.3,24825
tt0249462,7.7,147996
tt0250258,7.7,97701
tt0250934,7.7,18211
tt0251160,7.1,148961
tt0251439,8.2,25430
tt0251654,8.7,11237
tt0252444,7.4,31079
tt0252487,9.2,44474
tt0252488,8.7,26421
tt0252489,8.6,19511
tt0252490,8.7,21615
tt0252591,8.3,14285
tt0252597,8.6,18018
tt0252619,8.3,12355
tt0252684,7.1,10353
tt0252695,7.8,10040
tt0253474,8.5,967942
tt0253614,8.7,19365
tt0253779,8.8,21803
tt0253828,8.9,25540
tt0253991,8.5,11700
tt0253997,8.5,22197
tt0254481,7.2,29407
tt0254686,7.5,76110
tt0255067,7.2,13319
tt0255734,7.5,16340
tt0256009,7.4,73144
tt0257044,7.7,293343
tt0257315,7.5,10933
tt0257360,7.2,135879
tt0258463,7.8,594769
tt0258760,7.2,12154
tt0259141,7.4,22528
tt0259393,7.2,20567
tt0259534,9.1,16423
tt0260991,7.7,36356
tt0262150,8.4,63219
tt0262985,8.5,23256
tt0263208,8.0,11568
tt0263438,8.1,28972
tt0263975,8.5,17570
tt0264235,8.8,157136
tt0264263,7.3,28392
tt0264464,8.1,1164748
tt0264616,7.2,95666
tt0264796,7.4,46422
tt0265086,7.7,439838
tt0265343,7.3,27196
tt0265666,7.6,322671
tt0266308,7.5,200914
tt0266425,7.6,27331
tt0266543,8.2,1160075
tt0266697,8.2,1250606
tt0266987,7.1,172394
tt0267351,8.6,10759
tt0268093,9.0,25948
tt0268126,7.7,208819
tt0268380,7.5,543060
tt0268978,8.2,1021879
tt0270053,8.0,40149
tt0271383,8.6,20277
tt0272152,7.4,197424
tt0272207,7.1,44332
tt0272338,7.3,185686
tt0273028,7.9,17720
tt0274117,7.3,16945
tt0274309,7.3,40819
tt0274497,7.3,10546
tt0274558,7.5,144254
tt0275083,7.1,11405
tt0275137,8.5,54795
tt0275140,7.6,28843
tt0275277,7.8,55546
tt0275309,7.6,13585
tt0275491,7.4,64907
tt0275719,7.2,21751
tt0275847,7.3,225124
tt0276751,7.1,196086
tt0276919,8.0,164060
tt0277027,7.6,158467
tt0277434,7.2,155679
tt0277723,8.6,18273
tt0278238,8.5,63463
tt0278504,7.2,329876
tt0278736,8.0,12371
tt0278784,8.9,18437
tt0278866,7.2,34239
tt0279064,7.5,16292
tt0279077,8.1,20839
tt0279600,7.5,144031
tt0280249,8.5,70446
tt0280491,7.6,26223
tt0280653,7.2,15337
tt0280707,7.2,98367
tt0281358,7.3,226824
tt0281432,7.3,10408
tt0283139,7.1,35078
tt0283226,7.1,13901
tt0283509,7.9,49731
tt0283900,7.3,43454
tt0284137,7.3,16098
tt0285331,8.4,202464
tt0285333,7.6,56350
tt0285335,7.8,15990
tt0285403,8.4,277425
tt0286112,7.3,93094
tt0286244,7.7,58297
tt0286261,7.5,11859
tt0286486,8.7,93008
tt0287467,7.9,119959
tt0287839,7.2,15821
tt0288439,7.7,13313
tt0288937,7.6,15106
tt0289043,7.5,475190
tt0289765,7.2,302748
tt0289830,7.8,21499
tt0289879,7.6,540408
tt0289992,7.5,129484
tt0290057,7.1,10617
tt0290223,7.9,18993
tt0290334,7.4,597467
tt0290673,7.3,155168
tt0290978,8.5,128305
tt0290988,8.5,54698
tt0291172,7.5,10331
tt0291337,9.2,17093
tt0291350,7.8,34526
tt0291376,7.8,18575
tt0291579,7.1,19867
tt0292490,8.0,77868
tt0292542,7.8,17045
tt0292800,7.6,27787
tt0292963,7.3,116987
tt0293007,7.6,23469
tt0293416,7.2,23360
tt0293508,7.2,134666
tt0293715,7.9,51755
tt0294097,8.0,12405
tt0295297,7.4,729203
tt0296310,9.0,45690
tt0296574,8.0,16739
tt0297494,7.7,27695
tt0297721,7.5,12681
tt0297884,7.3,50457
tt0298130,7.1,389563
tt0298148,7.4,531244
tt0298203,7.2,338203
tt0298228,7.5,44818
tt0298845,7.7,44924
tt0299658,7.2,250239
tt0299977,7.9,190751
tt0300140,7.8,52520
tt0301199,7.2,44830
tt0301357,7.7,156442
tt0301634,8.3,10565
tt0301727,7.9,12537
tt0303461,8.9,290730
tt0304141,7.9,729185
tt0305206,7.4,53620
tt0306274,7.3,12285
tt0306414,9.3,403026
tt0306434,7.4,14383
tt0307901,7.6,187718
tt0308514,7.3,12161
tt0308644,7.6,214816
tt0309654,8.8,12657
tt0309698,7.3,279912
tt0309912,7.1,14339
tt0309987,7.1,137674
tt0310203,7.1,31656
tt0310281,7.2,30264
tt0310455,8.6,19706
tt0310775,7.5,78039
tt0310793,8.0,150771
tt0311113,7.5,246676
tt0311519,7.6,27783
tt0312004,7.5,153308
tt0312109,7.2,23846
tt0312172,8.1,98502
tt0313542,7.1,114927
tt0313670,7.4,16147
tt0314067,8.4,14278
tt0314123,9.2,31385
tt0314331,7.6,558654
tt0314412,7.4,26249
tt0314979,8.5,83049
tt0315008,8.5,12966
tt0315543,7.5,11287
tt0315642,7.1,20424
tt0315733,7.6,249989
tt0315983,7.5,74432
tt0316356,7.4,81388
tt0316654,7.5,746651
tt0317219,7.3,502796
tt0317248,8.6,837198
tt0317705,8.0,855194
tt0317910,8.0,25649
tt0318034,7.2,22411
tt0318411,7.7,29294
tt0318462,7.7,106956
tt0318871,8.7,65855
tt0318883,7.5,15925
tt0318913,7.9,13933
tt0318997,8.1,30772
tt0319061,8.0,469178
tt0319343,7.1,329754
tt0319736,8.1,17761
tt0319769,7.5,15859
tt0319969,8.4,48163
tt0320193,7.8,10957
tt0320661,7.3,333591
tt0322420,7.5,13664
tt0323013,7.8,26708
tt0323944,7.1,38935
tt0325547,7.7,19503
tt0325710,7.8,489005
tt0325805,7.3,142153
tt0325980,8.1,1266021
tt0326977,7.4,17257
tt0327056,7.9,503961
tt0327137,7.5,64311
tt0327597,7.8,283881
tt0328107,7.7,403193
tt0328832,7.3,84114
tt0329388,7.3,11808
tt0329575,7.3,78465
tt0330229,7.5,17681
tt0330243,8.1,12562
tt0330251,7.7,29761
tt0330373,7.7,717355
tt0331811,7.1,51331
tt0332280,7.8,655405
tt0332379,7.2,345245
tt0332452,7.3,593401
tt0333766,7.4,226444
tt0334405,7.6,12561
tt0335266,7.7,510718
tt0335345,7.2,263059
tt0337578,7.4,18204
tt0337721,7.3,11755
tt0337792,8.2,10129
tt0337898,8.2,12252
tt0337978,7.1,429004
tt0338013,8.3,1136215
tt0338135,7.5,30573
tt0338309,7.7,43550
tt0338564,8.0,134839
tt0338751,7.5,395137
tt0340377,7.6,75715
tt0340855,7.3,167865
tt0342172,7.6,27925
tt0342492,7.2,26007
tt0342735,7.2,25853
tt0343314,7.9,40798
tt0343818,7.1,596731
tt0344510,7.6,76948
tt0345549,7.4,11756
tt0345950,7.2,107865
tt0346094,7.5,23903
tt0346293,7.2,24430
tt0346314,8.5,21741
tt0346336,8.5,25322
tt0346369,8.2,12006
tt0347048,7.8,59327
tt0347149,8.2,483123
tt0347246,7.4,41582
tt0347304,7.9,78418
tt0347332,7.4,17082
tt0347473,7.1,42291
tt0347618,7.1,68843
tt0348568,7.7,10583
tt0348913,8.1,45057
tt0348914,8.6,123632
tt0349825,7.5,61290
tt0350258,7.7,161353
tt0350448,7.3,14769
tt0351817,8.1,26362
tt0352248,8.0,204272
tt0352343,7.2,11989
tt0353049,8.8,76082
tt0353969,8.1,241149
tt0354899,7.2,71549
tt0355702,7.1,59577
tt0357413,7.1,390516
tt0357718,8.7,10890
tt0358273,7.8,274176
tt0358456,8.6,20190
tt0358856,7.7,27225
tt0359950,7.3,355492
tt0360717,7.2,459389
tt0361127,7.1,36115
tt0361217,7.7,60171
tt0361243,7.8,30515
tt0361256,8.3,13366
tt0361596,7.5,133779
tt0361748,8.4,1682180
tt0361862,7.6,429323
tt0362192,8.3,10881
tt0362225,7.5,59633
tt0362227,7.4,513926
tt0362270,7.2,215990
tt0362359,7.6,100103
tt0363163,8.2,388548
tt0363226,7.4,52499
tt0363328,7.7,45296
tt0363547,7.2,281218
tt0363589,7.1,100590
tt0364517,7.5,73475
tt0364569,8.3,678915
tt0364817,7.4,17633
tt0364828,7.4,30907
tt0364845,7.8,170828
tt0365376,7.1,71284
tt0365467,8.6,14337
tt0365498,9.5,11924
tt0365748,7.9,618992
tt0366005,7.2,22081
tt0366627,7.1,122044
tt0366758,9.1,12162
tt0366840,8.0,11202
tt0367089,7.3,92971
tt0367110,8.2,101619
tt0367188,7.2,12825
tt0367279,8.6,334676
tt0367495,8.6,26853
tt0367555,8.4,12420
tt0367859,7.6,11960
tt0368479,7.6,33383
tt0368530,7.8,91084
tt0368658,7.1,10937
tt0368667,7.8,16999
tt0368909,7.1,79904
tt0369060,7.2,20500
tt0369179,7.1,289770
tt0369339,7.5,448666
tt0369672,7.1,27747
tt0369702,8.0,86973
tt0370194,8.0,24311
tt0370986,7.6,80493
tt0371735,7.6,17954
tt0371746,7.9,1173547
tt0372183,7.7,500090
tt0372588,7.2,182296
tt0372784,8.2,1646214
tt0372824,7.8,69533
tt0373074,7.7,157010
tt0373469,7.5,243970
tt0373732,8.5,38439
tt0373856,7.8,18612
tt0373889,7.5,666323
tt0373981,7.6,27719
tt0374271,7.2,21640
tt0374345,7.2,10834
tt0374455,8.1,73813
tt0374463,8.3,138076
tt0374546,8.0,88965
tt0374692,9.4,18542
tt0374887,8.1,92022
tt0375063,7.5,210925
tt0375611,8.1,36907
tt0375679,7.7,455551
tt0375912,7.2,202420
tt0376127,8.3,23297
tt0376541,7.2,244380
tt0376968,7.9,48599
tt0377091,7.1,34069
tt0377092,7.1,461501
tt0377260,8.0,19731
tt0377752,7.7,22800
tt0377917,7.6,12707
tt0378194,8.0,837726
tt0378284,7.7,12940
tt0378793,7.2,30939
tt0378897,7.4,15252
tt0379225,8.0,22054
tt0379370,8.0,12733
tt0379557,7.9,39097
tt0379632,8.2,24032
tt0379725,7.3,145305
tt0379786,7.8,310599
tt0380136,8.6,34898
tt0380268,7.7,14383
tt0381061,8.0,717750
tt0381681,8.1,302100
tt0381798,8.3,28713
tt0381849,7.6,342885
tt0382330,7.5,18731
tt0382932,8.1,885035
tt0383028,7.5,101548
tt0383126,8.3,55859
tt0383385,9.4,47799
tt0383574,7.4,797178
tt0383694,7.6,27852
tt0383846,8.4,11984
tt0384116,8.0,69332
tt0384369,7.4,18567
tt0384504,7.4,14291
tt0384746,8.1,10100
tt0384766,8.7,194975
tt0385002,7.4,166599
tt0385004,7.5,118025
tt0385690,7.5,33660
tt0385700,7.1,59003
tt0385726,7.2,50032
tt0386032,8.0,77706
tt0386064,8.0,41798
tt0386180,7.1,22202
tt0386342,7.5,12176
tt0386676,9.0,774832
tt0386792,8.1,16485
tt0386820,7.1,12616
tt0387131,7.3,152540
tt0387199,8.4,180299
tt0387412,7.5,20746
tt0387564,7.6,489453
tt0387736,8.2,17178
tt0387764,8.7,70556
tt0387898,7.3,87964
tt0388139,7.2,20998
tt0388473,7.8,51035
tt0388629,9.0,296873
tt0388644,7.8,28350
tt0388789,7.2,18302
tt0388795,7.7,400987
tt0388980,7.4,34777
tt0389557,7.7,82239
tt0389564,7.3,47649
tt0390022,7.2,68856
tt0390221,7.4,36901
tt0390521,7.2,115503
tt0390808,7.1,18866
tt0393109,7.1,112230
tt0393162,7.3,180402
tt0393597,7.9,14842
tt0395169,8.1,383783
tt0395972,7.3,46156
tt0396171,7.5,272967
tt0396184,7.3,26966
tt0397042,9.2,16359
tt0397150,8.5,20969
tt0397306,7.4,140732
tt0397313,7.3,70174
tt0397442,7.5,206040
tt0397535,7.3,167109
tt0398286,7.7,520864
tt0398417,7.4,14375
tt0398808,7.2,182366
tt0398883,7.5,19721
tt0399095,7.3,18458
tt0399146,7.4,264428
tt0399295,7.6,349033
tt0400234,8.4,22667
tt0401085,7.8,34694
tt0401383,8.0,111742
tt0401711,7.2,75550
tt0401792,8.0,807495
tt0402711,8.5,51789
tt0403778,8.6,16290
tt0404030,7.4,60774
tt0404203,7.5,119612
tt0404390,7.3,105227
tt0405094,8.4,427654
tt0405159,8.1,746212
tt0405422,7.1,485484
tt0405508,8.1,124370
tt0405576,7.4,20234
tt0405743,7.1,11450
tt0407265,7.3,42902
tt0407362,8.7,182232
tt0407887,8.5,1487426
tt0408236,7.3,397695
tt0408306,7.5,247168
tt0408381,8.4,21514
tt0408664,8.0,33510
tt0408777,7.4,32710
tt0409459,7.6,598122
tt0409591,8.4,146939
tt0409799,7.6,11408
tt0410097,7.3,44454
tt0410369,7.4,13021
tt0410975,7.6,146814
tt0411008,8.3,640919
tt0411195,7.2,25443
tt0411270,7.2,21095
tt0411272,7.4,31843
tt0412019,7.1,108722
tt0412080,7.8,61735
tt0412142,8.7,558045
tt0412175,7.1,32241
tt0412253,8.3,80370
tt0412922,7.4,25306
tt0412956,7.7,10201
tt0413573,7.6,359441
tt0414387,7.8,353718
tt0414852,7.1,75679
tt0414993,7.1,253393
tt0415978,7.2,38090
tt0416044,7.2,50405
tt0416212,7.2,28946
tt0416320,7.6,233716
tt0416394,8.4,24808
tt0416449,7.6,890820
tt0416779,9.0,13012
tt0416960,8.4,23585
tt0417299,9.3,405951
tt0417349,8.5,36719
tt0417373,8.6,29505
tt0417397,7.1,22131
tt0417741,7.6,627939
tt0417791,7.7,16387
tt0418279,7.1,697033
tt0418455,7.7,56853
tt0418689,7.1,132027
tt0419058,7.4,30184
tt0419294,7.3,42584
tt0419326,7.6,25902
tt0419677,7.5,61009
tt0419887,7.6,83898
tt0420206,7.2,14742
tt0420223,7.5,240878
tt0420332,7.8,59794
tt0420509,7.1,15169
tt0420901,7.6,12178
tt0421030,7.7,23941
tt0421082,7.6,70227
tt0421206,7.1,82481
tt0421238,7.3,56485
tt0421291,8.6,22869
tt0421357,8.5,82096
tt0421384,8.1,23983
tt0421715,7.8,721492
tt0422320,8.2,18256
tt0423651,7.8,10037
tt0423661,8.3,13206
tt0423731,8.5,59734
tt0423866,7.9,59935
tt0424205,7.6,33142
tt0424227,8.0,21579
tt0424345,7.3,142746
tt0424880,7.2,48863
tt0425079,7.8,10818
tt0425112,7.8,551826
tt0425118,8.1,25269
tt0425210,7.7,332688
tt0425333,8.1,23807
tt0425379,7.3,19352
tt0425458,7.4,14941
tt0425601,7.1,13870
tt0425637,7.3,49506
tt0426578,7.6,29295
tt0426719,8.6,10982
tt0426931,7.4,112933
tt0426955,7.1,10525
tt0427309,7.5,65026
tt0427312,7.8,64547
tt0427582,7.1,12536
tt0427944,7.5,232563
tt0428167,8.4,10231
tt0428803,7.5,61071
tt0428870,8.1,26441
tt0429087,7.4,16808
tt0430576,7.4,13410
tt0430651,7.4,10324
tt0432047,7.6,17872
tt0432283,7.9,286184
tt0433035,7.1,370480
tt0433383,7.4,103007
tt0433416,7.5,22288
tt0433722,8.0,15478
tt0434008,7.1,11844
tt0434124,7.1,22185
tt0434409,8.1,1214884
tt0434665,8.2,81798
tt0434706,8.7,56918
tt0435625,7.2,260081
tt0435679,7.3,37962
tt0435761,8.3,931535
tt0436231,7.9,10768
tt0436613,7.7,10592
tt0436697,7.3,117720
tt0436971,8.0,10374
tt0436992,8.5,257071
tt0437005,7.2,23667
tt0437086,7.3,312382
tt0437729,8.4,11715
tt0437741,7.4,11889
tt0437745,7.7,47653
tt0437800,7.4,22405
tt0438315,7.2,30742
tt0438859,7.1,12371
tt0439100,7.9,119729
tt0439662,7.1,36102
tt0440963,8.0,671341
tt0441773,7.6,551203
tt0441909,7.6,110183
tt0442632,8.3,11062
tt0443272,7.3,278825
tt0443453,7.4,460219
tt0443543,7.5,397331
tt0443680,7.5,198120
tt0443706,7.7,635377
tt0445114,8.3,62066
tt0445336,7.4,16667
tt0445620,7.4,24515
tt0445922,7.3,116133
tt0446029,7.5,481704
tt0446059,7.6,80038
tt0446755,7.4,98147
tt0448124,7.4,13599
tt0448134,7.2,276367
tt0448190,7.4,13815
tt0449059,7.8,537365
tt0449088,7.1,719265
tt0449467,7.5,323817
tt0449951,7.6,16285
tt0449994,7.5,35679
tt0450188,7.5,92341
tt0450259,8.0,606999
tt0450392,8.2,15726
tt0451094,7.5,89271
tt0451279,7.3,719835
tt0452039,7.7,11363
tt0452046,8.1,230214
tt0452623,7.6,302015
tt0452694,7.1,162160
tt0452718,7.2,10570
tt0453467,7.1,337394
tt0453562,7.5,105861
tt0453729,8.1,18071
tt0454776,7.4,26116
tt0454848,7.6,412870
tt0454876,7.9,685077
tt0454921,8.0,591500
tt0455275,8.3,627309
tt0455565,7.5,18854
tt0455590,7.6,201094
tt0455944,7.3,445420
tt0456144,8.0,51918
tt0456149,7.8,16360
tt0456396,7.4,19787
tt0456470,7.1,12043
tt0456912,7.5,44930
tt0457430,8.2,724816
tt0457655,7.7,38391
tt0458253,7.8,30466
tt0458254,8.4,39387
tt0458290,8.4,132076
tt0459159,8.7,28031
tt0460091,7.8,113161
tt0460619,7.8,10949
tt0460627,7.8,183898
tt0460637,7.6,43979
tt0460649,8.3,759059
tt0460651,7.5,13478
tt0460681,8.4,511677
tt0460690,8.1,23947
tt0460740,7.1,92996
tt0460791,7.8,123033
tt0460989,7.5,56854
tt0461770,7.1,223961
tt0461936,7.2,42386
tt0462128,7.2,14718
tt0462271,8.9,13628
tt0462322,7.5,194067
tt0462423,9.4,11493
tt0462504,7.3,113662
tt0462538,7.3,357533
tt0463998,7.6,89363
tt0464141,7.4,167383
tt0465316,7.6,19213
tt0465538,7.2,178844
tt0465551,7.4,87269
tt0466460,8.2,25843
tt0467406,7.4,562412
tt0468094,7.4,11596
tt0468489,7.1,93915
tt0468492,7.1,138542
tt0468565,7.2,31990
tt0468569,9.0,3019825
tt0469494,8.2,670926
tt0469623,7.1,30231
tt0469903,7.2,23239
tt0470752,7.7,617278
tt0470883,7.4,36497
tt0471571,8.2,15668
tt0471711,7.6,35957
tt0472027,8.4,38345
tt0472043,7.8,344994
tt0472954,8.8,265897
tt0473298,7.7,10135
tt0473367,7.4,28905
tt0473389,7.6,13797
tt0473705,7.1,163921
tt0475169,7.3,18289
tt0475276,7.6,113271
tt0475784,8.4,547949
tt0476735,8.2,97356
tt0476884,7.3,11005
tt0477139,7.2,58772
tt0477348,8.2,1121805
tt0478134,7.1,76402
tt0478209,8.0,12695
tt0478813,7.9,10631
tt0478942,8.4,33922
tt0478970,7.2,750960
tt0479113,7.6,17486
tt0479143,7.1,237322
tt0479651,7.3,11148
tt0479751,7.6,22809
tt0480025,7.7,132246
tt0480249,7.2,849735
tt0480489,7.9,39356
tt0480669,7.1,71871
tt0481256,8.8,13859
tt0481499,7.1,242443
tt0482463,7.1,11156
tt0482571,8.5,1514342
tt0482629,7.3,21757
tt0485241,7.3,11553
tt0485301,7.7,44657
tt0485323,7.3,12516
tt0485510,7.5,13859
tt0485601,7.5,39620
tt0485842,8.3,25616
tt0485947,7.7,252158
tt0486358,7.4,29149
tt0486655,7.6,292234
tt0486657,7.6,12014
tt0487831,8.5,170991
tt0488120,7.2,227137
tt0488414,8.0,23028
tt0488478,7.5,15694
tt0488798,7.1,27544
tt0489037,7.6,12851
tt0489327,7.1,13672
tt0489974,7.7,85849
tt0490204,7.4,101112
tt0490215,7.2,127605
tt0491603,7.3,19920
tt0491738,8.4,116182
tt0491747,7.5,23434
tt0493331,8.5,19338
tt0493459,7.4,28843
tt0494232,8.8,13408
tt0494271,7.4,16437
tt0495034,7.5,20376
tt0495212,8.2,28996
tt0495241,7.4,13054
tt0496424,8.3,135227
tt0497116,7.4,86060
tt0497465,7.1,274833
tt0497915,7.3,11085
tt0497986,7.1,13084
tt0498097,7.1,14771
tt0498380,7.8,173710
tt0499262,7.4,14160
tt0499375,7.7,25616
tt0499549,7.9,1430677
tt0500092,8.0,19690
tt0533466,9.7,11759
tt0562988,8.6,10037
tt0562992,7.5,11444
tt0562995,9.0,10497
tt0562996,9.0,11322
tt0562997,7.5,10081
tt0562998,9.2,13730
tt0583433,9.6,17263
tt0583452,9.7,14034
tt0583459,8.1,10902
tt0583600,9.4,10141
tt0606046,9.6,10444
tt0636289,9.1,15356
tt0636290,9.1,11726
tt0636300,9.0,10550
tt0643109,7.5,10061
tt0664514,8.1,11237
tt0664521,7.3,11468
tt0701989,9.9,14117
tt0705223,8.2,11654
tt0705236,8.9,12541
tt0705239,8.5,11302
tt0705241,8.3,10036
tt0705249,9.4,11770
tt0705253,9.2,10957
tt0705256,9.1,11013
tt0705260,9.7,13042
tt0705263,8.5,10910
tt0705270,8.4,10366
tt0705272,9.7,18588
tt0705279,9.3,10780
tt0705280,8.5,10073
tt0705282,8.4,14691
tt0705294,9.3,10384
tt0705295,9.3,10047
tt0705958,9.6,11362
tt0713618,8.5,12078
tt0756450,9.2,11172
tt0756509,7.4,31248
tt0756683,7.8,209339
tt0757186,8.2,10579
tt0758737,7.5,26320
tt0758742,7.5,32665
tt0758745,8.7,76086
tt0758751,7.4,11574
tt0758758,8.0,679192
tt0758790,8.1,84471
tt0758794,7.1,66385
tt0760437,7.5,32137
tt0762073,7.1,53111
tt0765010,7.1,160595
tt0765128,7.7,10239
tt0765429,7.8,471589
tt0765432,7.3,40974
tt0765443,7.6,270571
tt0765458,7.4,11473
tt0765833,8.7,12429
tt0770802,8.4,39046
tt0770828,7.1,833862
tt0772145,8.0,12503
tt0773262,8.6,843232
tt0775489,7.4,37087
tt0775529,7.1,39288
tt0780362,8.3,23057
tt0780504,7.8,735917
tt0780511,7.1,65076
tt0780521,7.2,177703
tt0780536,7.9,479244
tt0780571,7.3,160650
tt0783233,7.8,314133
tt0783532,7.3,11030
tt0785280,8.6,15074
tt0787490,7.5,10962
tt0787524,7.2,64596
tt0787985,7.4,17679
tt0790636,7.9,535095
tt0790712,7.1,37643
tt0790772,7.4,36992
tt0791205,7.9,17649
tt0795176,9.4,227349
tt0795368,7.3,124763
tt0795434,7.1,23622
tt0796264,7.9,60304
tt0796366,7.9,629551
tt0796368,7.3,10398
tt0799862,7.1,26779
tt0799954,7.2,12520
tt0800039,7.1,310402
tt0800604,9.3,10506
tt0800956,7.4,13527
tt0802948,7.2,38881
tt0802999,8.9,40054
tt0803061,7.3,20255
tt0804484,7.6,108770
tt0804497,7.1,150373
tt0804503,8.7,275027
tt0805564,7.3,162136
tt0805661,8.1,14536
tt0805663,7.9,59986
tt0805666,7.1,12264
tt0807832,8.5,15432
tt0808096,7.2,16037
tt0808185,7.2,18621
tt0808357,7.5,46973
tt0808417,8.0,102909
tt0808506,7.7,73321
tt0810788,8.0,81120
tt0810819,7.1,203378
tt0810827,7.1,18118
tt0811066,7.1,11211
tt0813547,7.5,47950
tt0813715,7.5,256370
tt0813980,7.4,29422
tt0814075,7.9,11094
tt0814314,7.6,320931
tt0815220,7.8,12810
tt0815241,7.6,60717
tt0816258,8.0,16326
tt0816397,8.1,12709
tt0816442,7.5,145246
tt0816692,8.7,2343939
tt0817177,7.7,102323
tt0817225,7.5,10197
tt0822854,7.1,366512
tt0824747,7.7,270740
tt0825232,7.3,266194
tt0825236,7.1,14970
tt0826760,8.4,31313
tt0827503,7.4,35660
tt0827517,7.3,16326
tt0829297,7.3,13802
tt0829482,7.6,663622
tt0830361,8.1,34013
tt0831888,7.5,15079
tt0832266,7.1,178518
tt0835434,8.3,18854
tt0836899,8.9,10063
tt0838221,7.2,223881
tt0839188,8.3,18681
tt0839995,7.6,20128
tt0840196,8.2,97075
tt0840322,7.1,11374
tt0840361,7.5,431173
tt0840800,7.8,11067
tt0843326,8.2,10497
tt0844330,7.4,17138
tt0844441,7.9,266016
tt0844457,7.4,16756
tt0844653,7.6,36983
tt0844794,7.2,16781
tt0845439,7.6,14148
tt0845448,7.5,19916
tt0846694,9.2,11660
tt0847150,8.0,13569
tt0847880,7.1,12506
tt0848228,8.0,1508034
tt0851577,7.8,12951
tt0851578,7.7,104593
tt0851851,7.6,64215
tt0852863,8.1,62128
tt0853153,7.6,15234
tt0854678,7.5,17132
tt0857191,7.6,45408
tt0859273,8.9,10191
tt0860906,7.9,26842
tt0861739,8.0,114987
tt0863046,8.5,68220
tt0866442,8.2,67246
tt0866568,9.1,10265
tt0866569,9.2,10683
tt0870090,7.2,16631
tt0870111,7.6,114492
tt0871510,8.1,87236
tt0874608,8.2,16775
tt0874936,8.3,35966
tt0875113,7.1,21228
tt0875595,7.7,18633
tt0876563,7.6,175071
tt0877057,8.9,424932
tt0877058,9.6,18086
tt0878804,7.6,374508
tt0880502,7.7,34729
tt0883772,8.1,23595
tt0884328,7.1,358276
tt0886539,7.1,11406
tt0887912,7.5,484582
tt0892255,7.1,48932
tt0892535,7.7,11191
tt0892700,7.5,23841
tt0892769,8.1,843826
tt0893382,7.1,12499
tt0896872,7.1,36530
tt0898266,8.1,907711
tt0898332,7.3,11637
tt0898367,7.2,263243
tt0901487,7.2,38906
tt0903624,7.8,902683
tt0903657,7.4,43908
tt0903747,9.5,2329699
tt0904208,8.3,192014
tt0907657,7.8,123293
tt0908454,8.2,26804
tt0910970,8.4,1260739
tt0912343,7.6,12223
tt0913425,7.2,43538
tt0914387,8.1,32303
tt0914798,7.7,262104
tt0918927,7.5,141646
tt0920458,7.2,20488
tt0923752,8.0,38156
tt0923811,7.5,29608
tt0924651,8.4,13795
